flightNumber,date,passengers,maxCapacity
WN789,2021-08-09,133,257
AS4567,2021-08-09,232,285
AA1234,2021-08-10,121,206
UA5678,2021-08-10,212,279
DL9012,2021-08-10,159,201
WN789,2021-08-10,241,266
AS4567,2021-08-10,115,217
AA1234,2021-08-11,147,257
UA5678,2021-08-11,165,287
DL9012,2021-08-11,218,291
WN789,2021-08-11,146,291
AS4567,2021-08-11,247,264
AA1234,2021-08-12,225,210
UA5678,2021-08-12,186,279
DL9012,2021-08-12,196,221
WN789,2021-08-12,127,277
AS4567,2021-08-12,224,270
AA1234,2021-08-13,167,203
UA5678,2021-08-13,101,248
DL9012,2021-08-13,220,237
WN789,2021-08-13,186,207
AS4567,2021-08-13,234,240
AA1234,2021-08-14,153,230
UA5678,2021-08-14,130,221
DL9012,2021-08-14,181,300
WN789,2021-08-14,200,277
AS4567,2021-08-14,121,229
AA1234,2021-08-15,119,245
UA5678,2021-08-15,225,274
DL9012,2021-08-15,244,270
WN789,2021-08-15,151,293
AS4567,2021-08-15,107,249
AA1234,2021-08-16,246,234
UA5678,2021-08-16,182,222
DL9012,2021-08-16,189,285
WN789,2021-08-16,243,204
AS4567,2021-08-16,207,268
AA1234,2021-08-17,243,210
UA5678,2021-08-17,217,221
DL9012,2021-08-17,154,297
WN789,2021-08-17,179,260
AS4567,2021-08-17,215,212
AA1234,2021-08-18,206,254
UA5678,2021-08-18,174,270
DL9012,2021-08-18,159,219
WN789,2021-08-18,204,214
AS4567,2021-08-18,125,257
AA1234,2021-08-19,202,240
UA5678,2021-08-19,236,272
DL9012,2021-08-19,184,251
WN789,2021-08-19,153,216
AS4567,2021-08-19,150,216
AA1234,2021-08-20,155,271
UA5678,2021-08-20,151,278
DL9012,2021-08-20,134,261
WN789,2021-08-20,189,206
AS4567,2021-08-20,178,258
AA1234,2021-08-21,158,234
UA5678,2021-08-21,166,213
DL9012,2021-08-21,121,294
WN789,2021-08-21,176,275
AS4567,2021-08-21,218,229
AA1234,2021-08-22,228,245
UA5678,2021-08-22,145,263
DL9012,2021-08-22,206,289
WN789,2021-08-22,165,229
AS4567,2021-08-22,180,274
AA1234,2021-08-23,230,268
UA5678,2021-08-23,180,206
DL9012,2021-08-23,130,258
WN789,2021-08-23,100,268
AS4567,2021-08-23,150,251
AA1234,2021-08-24,243,264
UA5678,2021-08-24,219,207
DL9012,2021-08-24,100,246
WN789,2021-08-24,136,289
AS4567,2021-08-24,187,206
AA1234,2021-08-25,154,226
UA5678,2021-08-25,185,254
DL9012,2021-08-25,211,238
WN789,2021-08-25,161,200
AS4567,2021-08-25,188,261
AA1234,2021-08-26,245,222
UA5678,2021-08-26,223,285
DL9012,2021-08-26,236,218
WN789,2021-08-26,221,208
AS4567,2021-08-26,243,202
AA1234,2021-08-27,152,214
UA5678,2021-08-27,241,284
DL9012,2021-08-27,225,247
WN789,2021-08-27,141,257
AS4567,2021-08-27,114,210
AA1234,2021-08-28,176,266
UA5678,2021-08-28,201,296
DL9012,2021-08-28,175,233
WN789,2021-08-28,190,200
AS4567,2021-08-28,146,298
AA1234,2021-08-29,166,253
UA5678,2021-08-29,206,231
DL9012,2021-08-29,152,283
WN789,2021-08-29,209,229
AS4567,2021-08-29,132,249
AA1234,2021-08-30,250,209
UA5678,2021-08-30,221,221
DL9012,2021-08-30,169,232
WN789,2021-08-30,159,212
AS4567,2021-08-30,184,284
AA1234,2021-08-31,209,281
UA5678,2021-08-31,166,278
DL9012,2021-08-31,219,254
WN789,2021-08-31,180,292
AS4567,2021-08-31,128,294
AA1234,2021-09-01,118,255
UA5678,2021-09-01,238,294
DL9012,2021-09-01,118,257
WN789,2021-09-01,200,268
AS4567,2021-09-01,192,239
AA1234,2021-09-02,176,288
UA5678,2021-09-02,140,204
DL9012,2021-09-02,168,218
WN789,2021-09-02,202,270
AS4567,2021-09-02,211,250
AA1234,2021-09-03,106,285
UA5678,2021-09-03,105,204
DL9012,2021-09-03,166,290
WN789,2021-09-03,250,223
AS4567,2021-09-03,113,233
AA1234,2021-09-04,189,258
UA5678,2021-09-04,130,297
DL9012,2021-09-04,132,238
WN789,2021-09-04,138,258
AS4567,2021-09-04,203,228
AA1234,2021-09-05,227,259
UA5678,2021-09-05,150,292
DL9012,2021-09-05,161,294
WN789,2021-09-05,239,212
AS4567,2021-09-05,192,278
AA1234,2021-09-06,225,250
UA5678,2021-09-06,213,274
DL9012,2021-09-06,134,248
WN789,2021-09-06,131,237
AS4567,2021-09-06,147,293
AA1234,2021-09-07,135,219
UA5678,2021-09-07,237,273
DL9012,2021-09-07,201,294
WN789,2021-09-07,170,201
AS4567,2021-09-07,212,207
AA1234,2021-09-08,173,291
UA5678,2021-09-08,207,217
DL9012,2021-09-08,205,272
WN789,2021-09-08,107,244
AS4567,2021-09-08,175,279
AA1234,2021-09-09,104,269
UA5678,2021-09-09,136,259
DL9012,2021-09-09,154,263
WN789,2021-09-09,225,288
AS4567,2021-09-09,178,259
AA1234,2021-09-10,122,270
UA5678,2021-09-10,173,263
DL9012,2021-09-10,206,224
WN789,2021-09-10,104,245
AS4567,2021-09-10,144,271
AA1234,2021-09-11,102,219
UA5678,2021-09-11,102,288
DL9012,2021-09-11,150,238
WN789,2021-09-11,165,299
AS4567,2021-09-11,193,214
AA1234,2021-09-12,103,254
UA5678,2021-09-12,202,289
DL9012,2021-09-12,233,226
WN789,2021-09-12,125,280
AS4567,2021-09-12,250,288
AA1234,2021-09-13,163,223
UA5678,2021-09-13,193,229
DL9012,2021-09-13,224,294
WN789,2021-09-13,218,252
AS4567,2021-09-13,168,276
AA1234,2021-09-14,118,297
UA5678,2021-09-14,250,207
DL9012,2021-09-14,158,210
WN789,2021-09-14,240,240
AS4567,2021-09-14,107,248
AA1234,2021-09-15,171,285
UA5678,2021-09-15,171,233
DL9012,2021-09-15,108,249
WN789,2021-09-15,122,291
AS4567,2021-09-15,129,206
AA1234,2021-09-16,112,287
UA5678,2021-09-16,133,223
DL9012,2021-09-16,139,218
WN789,2021-09-16,233,292
AS4567,2021-09-16,191,237
AA1234,2021-09-17,162,273
UA5678,2021-09-17,188,217
DL9012,2021-09-17,103,262
WN789,2021-09-17,173,269
AS4567,2021-09-17,241,212
AA1234,2021-09-18,240,236
UA5678,2021-09-18,133,234
DL9012,2021-09-18,232,232
WN789,2021-09-18,108,252
AS4567,2021-09-18,173,261
AA1234,2021-09-19,134,284
UA5678,2021-09-19,205,241
DL9012,2021-09-19,114,236
WN789,2021-09-19,169,285
AS4567,2021-09-19,213,273
AA1234,2021-09-20,208,292
UA5678,2021-09-20,140,225
DL9012,2021-09-20,223,278
WN789,2021-09-20,109,221
AS4567,2021-09-20,193,248
AA1234,2021-09-21,246,235
UA5678,2021-09-21,180,273
DL9012,2021-09-21,203,248
WN789,2021-09-21,189,212
AS4567,2021-09-21,203,224
AA1234,2021-09-22,155,219
UA5678,2021-09-22,186,277
DL9012,2021-09-22,219,249
WN789,2021-09-22,128,251
AS4567,2021-09-22,113,218
AA1234,2021-09-23,245,250
UA5678,2021-09-23,174,223
DL9012,2021-09-23,143,249
WN789,2021-09-23,222,221
AS4567,2021-09-23,181,229
AA1234,2021-09-24,111,231
UA5678,2021-09-24,135,297
DL9012,2021-09-24,212,256
WN789,2021-09-24,157,216
AS4567,2021-09-24,238,258
AA1234,2021-09-25,231,225
UA5678,2021-09-25,222,228
DL9012,2021-09-25,101,241
WN789,2021-09-25,121,227
AS4567,2021-09-25,153,267
AA1234,2021-09-26,211,234
UA5678,2021-09-26,242,210
DL9012,2021-09-26,230,257
WN789,2021-09-26,130,214
AS4567,2021-09-26,184,226
AA1234,2021-09-27,152,267
UA5678,2021-09-27,222,285
DL9012,2021-09-27,225,242
WN789,2021-09-27,132,273
AS4567,2021-09-27,240,276
AA1234,2021-09-28,126,241
UA5678,2021-09-28,172,242
DL9012,2021-09-28,132,230
WN789,2021-09-28,170,260
AS4567,2021-09-28,209,271
AA1234,2021-09-29,157,247
UA5678,2021-09-29,239,268
DL9012,2021-09-29,131,222
WN789,2021-09-29,202,274
AS4567,2021-09-29,175,215
AA1234,2021-09-30,191,240
UA5678,2021-09-30,231,215
DL9012,2021-09-30,111,275
WN789,2021-09-30,230,263
AS4567,2021-09-30,160,241
AA1234,2021-10-01,188,266
UA5678,2021-10-01,182,239
DL9012,2021-10-01,151,208
WN789,2021-10-01,194,298
AS4567,2021-10-01,122,288
AA1234,2021-10-02,161,220
UA5678,2021-10-02,219,286
DL9012,2021-10-02,126,201
WN789,2021-10-02,234,221
AS4567,2021-10-02,141,232
AA1234,2021-10-03,250,249
UA5678,2021-10-03,154,259
DL9012,2021-10-03,138,279
WN789,2021-10-03,203,283
AS4567,2021-10-03,249,208
AA1234,2021-10-04,225,252
UA5678,2021-10-04,237,288
DL9012,2021-10-04,101,259
WN789,2021-10-04,174,299
AS4567,2021-10-04,145,203
AA1234,2021-10-05,136,294
UA5678,2021-10-05,190,222
DL9012,2021-10-05,181,224
WN789,2021-10-05,153,270
AS4567,2021-10-05,102,278
AA1234,2021-10-06,141,204
UA5678,2021-10-06,199,285
DL9012,2021-10-06,140,233
WN789,2021-10-06,237,298
AS4567,2021-10-06,182,258
AA1234,2021-10-07,178,264
UA5678,2021-10-07,154,266
DL9012,2021-10-07,179,212
WN789,2021-10-07,159,225
AS4567,2021-10-07,173,249
AA1234,2021-10-08,139,223
UA5678,2021-10-08,187,276
DL9012,2021-10-08,108,234
WN789,2021-10-08,244,295
AS4567,2021-10-08,227,200
AA1234,2021-10-09,210,216
UA5678,2021-10-09,120,228
DL9012,2021-10-09,249,298
WN789,2021-10-09,196,263
AS4567,2021-10-09,130,281
AA1234,2021-10-10,186,207
UA5678,2021-10-10,233,262
DL9012,2021-10-10,124,286
WN789,2021-10-10,196,274
AS4567,2021-10-10,185,221
AA1234,2021-10-11,106,300
UA5678,2021-10-11,229,220
DL9012,2021-10-11,140,229
WN789,2021-10-11,168,236
AS4567,2021-10-11,174,232
AA1234,2021-10-12,215,257
UA5678,2021-10-12,173,205
DL9012,2021-10-12,201,276
WN789,2021-10-12,245,295
AS4567,2021-10-12,172,292
AA1234,2021-10-13,230,268
UA5678,2021-10-13,225,233
DL9012,2021-10-13,133,293
WN789,2021-10-13,176,208
AS4567,2021-10-13,169,248
AA1234,2021-10-14,250,266
UA5678,2021-10-14,148,290
DL9012,2021-10-14,116,290
WN789,2021-10-14,194,245
AS4567,2021-10-14,164,229
AA1234,2021-10-15,249,240
UA5678,2021-10-15,211,275
DL9012,2021-10-15,248,213
WN789,2021-10-15,129,293
AS4567,2021-10-15,174,281
AA1234,2021-10-16,195,270
UA5678,2021-10-16,200,237
DL9012,2021-10-16,145,217
WN789,2021-10-16,223,241
AS4567,2021-10-16,120,264
AA1234,2021-10-17,206,269
UA5678,2021-10-17,226,227
DL9012,2021-10-17,179,261
WN789,2021-10-17,104,228
AS4567,2021-10-17,168,246
AA1234,2021-10-18,235,291
UA5678,2021-10-18,204,235
DL9012,2021-10-18,168,206
WN789,2021-10-18,242,290
AS4567,2021-10-18,220,216
AA1234,2021-10-19,133,233
UA5678,2021-10-19,138,221
DL9012,2021-10-19,216,240
WN789,2021-10-19,189,255
AS4567,2021-10-19,192,212
AA1234,2021-10-20,223,280
UA5678,2021-10-20,178,228
DL9012,2021-10-20,107,262
WN789,2021-10-20,187,279
AS4567,2021-10-20,212,209
AA1234,2021-10-21,123,237
UA5678,2021-10-21,245,218
DL9012,2021-10-21,236,201
WN789,2021-10-21,171,222
AS4567,2021-10-21,187,243
AA1234,2021-10-22,128,288
UA5678,2021-10-22,116,236
DL9012,2021-10-22,195,263
WN789,2021-10-22,215,271
AS4567,2021-10-22,201,244
AA1234,2021-10-23,227,252
UA5678,2021-10-23,184,233
DL9012,2021-10-23,238,200
WN789,2021-10-23,131,261
AS4567,2021-10-23,247,273
AA1234,2021-10-24,114,267
UA5678,2021-10-24,235,260
DL9012,2021-10-24,166,204
WN789,2021-10-24,245,204
AS4567,2021-10-24,205,240
AA1234,2021-10-25,233,266
UA5678,2021-10-25,233,204
DL9012,2021-10-25,234,264
WN789,2021-10-25,141,249
AS4567,2021-10-25,217,244
AA1234,2021-10-26,190,269
UA5678,2021-10-26,163,240
DL9012,2021-10-26,156,206
WN789,2021-10-26,159,206
AS4567,2021-10-26,213,256
AA1234,2021-10-27,193,231
UA5678,2021-10-27,164,294
DL9012,2021-10-27,135,273
WN789,2021-10-27,246,258
AS4567,2021-10-27,107,252
AA1234,2021-10-28,113,264
UA5678,2021-10-28,167,298
DL9012,2021-10-28,147,228
WN789,2021-10-28,104,242
AS4567,2021-10-28,230,273
AA1234,2021-10-29,120,251
UA5678,2021-10-29,246,217
DL9012,2021-10-29,172,295
WN789,2021-10-29,158,288
AS4567,2021-10-29,102,269
AA1234,2021-10-30,194,295
UA5678,2021-10-30,199,246
DL9012,2021-10-30,157,259
WN789,2021-10-30,204,251
AS4567,2021-10-30,176,242
AA1234,2021-10-31,235,204
UA5678,2021-10-31,189,250
DL9012,2021-10-31,214,201
WN789,2021-10-31,193,266
AS4567,2021-10-31,195,206
AA1234,2021-11-01,196,282
UA5678,2021-11-01,179,265
DL9012,2021-11-01,176,209
WN789,2021-11-01,102,215
AS4567,2021-11-01,250,298
AA1234,2021-11-02,138,224
UA5678,2021-11-02,234,235
DL9012,2021-11-02,112,251
WN789,2021-11-02,218,228
AS4567,2021-11-02,105,277
AA1234,2021-11-03,230,216
UA5678,2021-11-03,193,252
DL9012,2021-11-03,112,275
WN789,2021-11-03,198,211
AS4567,2021-11-03,221,210
AA1234,2021-11-04,119,282
UA5678,2021-11-04,156,263
DL9012,2021-11-04,215,218
WN789,2021-11-04,137,204
AS4567,2021-11-04,190,239
AA1234,2021-11-05,125,252
UA5678,2021-11-05,225,201
DL9012,2021-11-05,144,261
WN789,2021-11-05,193,212
AS4567,2021-11-05,114,299
AA1234,2021-11-06,199,288
UA5678,2021-11-06,143,282
DL9012,2021-11-06,109,203
WN789,2021-11-06,179,297
AS4567,2021-11-06,179,252
AA1234,2021-11-07,212,249
UA5678,2021-11-07,122,289
DL9012,2021-11-07,141,214
WN789,2021-11-07,161,234
AS4567,2021-11-07,126,296
AA1234,2021-11-08,139,252
UA5678,2021-11-08,115,253
DL9012,2021-11-08,137,237
WN789,2021-11-08,189,267
AS4567,2021-11-08,130,201
AA1234,2021-11-09,116,285
UA5678,2021-11-09,216,296
DL9012,2021-11-09,204,212
WN789,2021-11-09,130,214
AS4567,2021-11-09,173,283
AA1234,2021-11-10,182,273
UA5678,2021-11-10,170,246
DL9012,2021-11-10,105,214
WN789,2021-11-10,227,207
AS4567,2021-11-10,222,255
AA1234,2021-11-11,176,295
UA5678,2021-11-11,118,255
DL9012,2021-11-11,233,220
WN789,2021-11-11,133,261
AS4567,2021-11-11,110,256
AA1234,2021-11-12,181,266
UA5678,2021-11-12,234,280
DL9012,2021-11-12,195,278
WN789,2021-11-12,221,290
AS4567,2021-11-12,245,223
AA1234,2021-11-13,133,277
UA5678,2021-11-13,155,245
DL9012,2021-11-13,182,258
WN789,2021-11-13,106,220
AS4567,2021-11-13,136,204
AA1234,2021-11-14,144,280
UA5678,2021-11-14,246,298
DL9012,2021-11-14,224,262
WN789,2021-11-14,184,293
AS4567,2021-11-14,171,220
AA1234,2021-11-15,150,260
UA5678,2021-11-15,143,271
DL9012,2021-11-15,222,259
WN789,2021-11-15,102,294
AS4567,2021-11-15,230,263
AA1234,2021-11-16,219,285
UA5678,2021-11-16,220,283
DL9012,2021-11-16,189,257
WN789,2021-11-16,114,273
AS4567,2021-11-16,159,259
AA1234,2021-11-17,161,220
UA5678,2021-11-17,117,240
DL9012,2021-11-17,231,220
WN789,2021-11-17,221,272
AS4567,2021-11-17,208,244
AA1234,2021-11-18,240,251
UA5678,2021-11-18,128,247
DL9012,2021-11-18,141,289
WN789,2021-11-18,208,290
AS4567,2021-11-18,201,276
AA1234,2021-11-19,235,289
UA5678,2021-11-19,160,268
DL9012,2021-11-19,196,282
WN789,2021-11-19,159,300
AS4567,2021-11-19,115,275
AA1234,2021-11-20,177,249
UA5678,2021-11-20,246,293
DL9012,2021-11-20,148,200
WN789,2021-11-20,232,233
AS4567,2021-11-20,197,236
AA1234,2021-11-21,222,291
UA5678,2021-11-21,106,275
DL9012,2021-11-21,186,222
WN789,2021-11-21,176,244
AS4567,2021-11-21,135,289
AA1234,2021-11-22,237,207
UA5678,2021-11-22,131,282
DL9012,2021-11-22,187,251
WN789,2021-11-22,203,230
AS4567,2021-11-22,141,243
AA1234,2021-11-23,121,214
UA5678,2021-11-23,212,223
DL9012,2021-11-23,230,212
WN789,2021-11-23,183,289
AS4567,2021-11-23,106,291
AA1234,2021-11-24,105,260
UA5678,2021-11-24,151,214
DL9012,2021-11-24,103,276
WN789,2021-11-24,135,252
AS4567,2021-11-24,103,263
AA1234,2021-11-25,161,277
UA5678,2021-11-25,219,203
DL9012,2021-11-25,137,208
WN789,2021-11-25,142,248
AS4567,2021-11-25,185,229
AA1234,2021-11-26,134,237
UA5678,2021-11-26,163,209
DL9012,2021-11-26,208,267
WN789,2021-11-26,140,298
AS4567,2021-11-26,177,273
AA1234,2021-11-27,114,276
UA5678,2021-11-27,196,205
DL9012,2021-11-27,158,248
WN789,2021-11-27,231,234
AS4567,2021-11-27,115,227
AA1234,2021-11-28,201,244
UA5678,2021-11-28,217,219
DL9012,2021-11-28,172,245
WN789,2021-11-28,216,288
AS4567,2021-11-28,203,236
AA1234,2021-11-29,209,256
UA5678,2021-11-29,230,254
DL9012,2021-11-29,169,271
WN789,2021-11-29,140,264
AS4567,2021-11-29,229,242
AA1234,2021-11-30,194,297
UA5678,2021-11-30,122,203
DL9012,2021-11-30,241,226
WN789,2021-11-30,215,287
AS4567,2021-11-30,111,259
AA1234,2021-12-01,236,210
UA5678,2021-12-01,233,274
DL9012,2021-12-01,191,278
WN789,2021-12-01,145,262
AS4567,2021-12-01,101,212
AA1234,2021-12-02,204,243
UA5678,2021-12-02,126,287
DL9012,2021-12-02,249,273
WN789,2021-12-02,172,277
AS4567,2021-12-02,190,208
AA1234,2021-12-03,247,220
UA5678,2021-12-03,188,296
DL9012,2021-12-03,102,228
WN789,2021-12-03,124,225
AS4567,2021-12-03,195,254
AA1234,2021-12-04,209,274
UA5678,2021-12-04,198,225
DL9012,2021-12-04,129,279
WN789,2021-12-04,207,253
AS4567,2021-12-04,189,282
AA1234,2021-12-05,245,231
UA5678,2021-12-05,102,241
DL9012,2021-12-05,238,235
WN789,2021-12-05,207,230
AS4567,2021-12-05,185,285
AA1234,2021-12-06,102,296
UA5678,2021-12-06,119,268
DL9012,2021-12-06,217,285
WN789,2021-12-06,184,205
AS4567,2021-12-06,168,228
AA1234,2021-12-07,222,289
UA5678,2021-12-07,245,240
DL9012,2021-12-07,227,270
WN789,2021-12-07,119,271
AS4567,2021-12-07,173,239
AA1234,2021-12-08,173,204
UA5678,2021-12-08,122,275
DL9012,2021-12-08,176,293
WN789,2021-12-08,195,237
AS4567,2021-12-08,218,233
AA1234,2021-12-09,158,246
UA5678,2021-12-09,228,279
DL9012,2021-12-09,108,222
WN789,2021-12-09,137,298
AS4567,2021-12-09,199,240
AA1234,2021-12-10,219,242
UA5678,2021-12-10,207,285
DL9012,2021-12-10,200,230
WN789,2021-12-10,155,230
AS4567,2021-12-10,150,264
AA1234,2021-12-11,151,201
UA5678,2021-12-11,113,223
DL9012,2021-12-11,189,231
WN789,2021-12-11,146,224
AS4567,2021-12-11,169,293
AA1234,2021-12-12,165,219
UA5678,2021-12-12,163,230
DL9012,2021-12-12,117,257
WN789,2021-12-12,182,293
AS4567,2021-12-12,152,232
AA1234,2021-12-13,213,275
UA5678,2021-12-13,102,209
DL9012,2021-12-13,208,232
WN789,2021-12-13,249,205
AS4567,2021-12-13,206,241
AA1234,2021-12-14,236,295
UA5678,2021-12-14,235,272
DL9012,2021-12-14,116,209
WN789,2021-12-14,237,282
AS4567,2021-12-14,242,222
AA1234,2021-12-15,102,220
UA5678,2021-12-15,204,246
DL9012,2021-12-15,185,266
WN789,2021-12-15,170,293
AS4567,2021-12-15,245,210
AA1234,2021-12-16,128,218
UA5678,2021-12-16,167,270
DL9012,2021-12-16,229,291
WN789,2021-12-16,196,216
AS4567,2021-12-16,152,297
AA1234,2021-12-17,209,204
UA5678,2021-12-17,167,289
DL9012,2021-12-17,115,255
WN789,2021-12-17,126,230
AS4567,2021-12-17,211,256
AA1234,2021-12-18,210,211
UA5678,2021-12-18,193,265
DL9012,2021-12-18,203,202
WN789,2021-12-18,158,247
AS4567,2021-12-18,146,283
AA1234,2021-12-19,244,215
UA5678,2021-12-19,137,216
DL9012,2021-12-19,201,277
WN789,2021-12-19,160,225
AS4567,2021-12-19,215,252
AA1234,2021-12-20,192,294
UA5678,2021-12-20,201,204
DL9012,2021-12-20,112,299
WN789,2021-12-20,206,226
AS4567,2021-12-20,186,293
AA1234,2021-12-21,238,298
UA5678,2021-12-21,156,264
DL9012,2021-12-21,200,206
WN789,2021-12-21,117,230
AS4567,2021-12-21,211,293
AA1234,2021-12-22,131,296
UA5678,2021-12-22,207,222
DL9012,2021-12-22,212,213
WN789,2021-12-22,115,245
AS4567,2021-12-22,201,206
AA1234,2021-12-23,151,296
UA5678,2021-12-23,247,234
DL9012,2021-12-23,192,261
WN789,2021-12-23,191,269
AS4567,2021-12-23,144,292
AA1234,2021-12-24,220,279
UA5678,2021-12-24,208,235
DL9012,2021-12-24,163,287
WN789,2021-12-24,187,216
AS4567,2021-12-24,209,248
AA1234,2021-12-25,151,259
UA5678,2021-12-25,113,257
DL9012,2021-12-25,190,283
WN789,2021-12-25,212,210
AS4567,2021-12-25,211,290
AA1234,2021-12-26,114,205
UA5678,2021-12-26,233,208
DL9012,2021-12-26,208,261
WN789,2021-12-26,167,296
AS4567,2021-12-26,112,241
AA1234,2021-12-27,145,256
UA5678,2021-12-27,184,244
DL9012,2021-12-27,149,255
WN789,2021-12-27,183,255
AS4567,2021-12-27,133,281
AA1234,2021-12-28,189,216
UA5678,2021-12-28,125,287
DL9012,2021-12-28,101,203
WN789,2021-12-28,168,250
AS4567,2021-12-28,173,280
AA1234,2021-12-29,144,272
UA5678,2021-12-29,175,250
DL9012,2021-12-29,164,225
WN789,2021-12-29,219,217
AS4567,2021-12-29,118,277
AA1234,2021-12-30,242,238
UA5678,2021-12-30,144,262
DL9012,2021-12-30,120,286
WN789,2021-12-30,156,244
AS4567,2021-12-30,126,235
AA1234,2021-12-31,146,279
UA5678,2021-12-31,215,284
DL9012,2021-12-31,246,220
WN789,2021-12-31,239,258
AS4567,2021-12-31,194,246
AA1234,2022-01-01,205,214
UA5678,2022-01-01,131,205
DL9012,2022-01-01,226,203
WN789,2022-01-01,188,252
AS4567,2022-01-01,206,207
AA1234,2022-01-02,250,277
UA5678,2022-01-02,206,204
DL9012,2022-01-02,167,275
WN789,2022-01-02,237,241
AS4567,2022-01-02,124,203
AA1234,2022-01-03,153,207
UA5678,2022-01-03,143,283
DL9012,2022-01-03,148,277
WN789,2022-01-03,189,238
AS4567,2022-01-03,224,270
AA1234,2022-01-04,165,237
UA5678,2022-01-04,167,281
DL9012,2022-01-04,168,225
WN789,2022-01-04,238,228
AS4567,2022-01-04,216,285
AA1234,2022-01-05,201,290
UA5678,2022-01-05,249,285
DL9012,2022-01-05,215,255
WN789,2022-01-05,144,239
AS4567,2022-01-05,139,289
AA1234,2022-01-06,225,201
UA5678,2022-01-06,187,298
DL9012,2022-01-06,190,246
WN789,2022-01-06,218,231
AS4567,2022-01-06,160,220
AA1234,2022-01-07,200,300
UA5678,2022-01-07,216,230
DL9012,2022-01-07,141,276
WN789,2022-01-07,246,207
AS4567,2022-01-07,102,270
AA1234,2022-01-08,165,218
UA5678,2022-01-08,224,295
DL9012,2022-01-08,192,261
WN789,2022-01-08,232,208
AS4567,2022-01-08,194,259
AA1234,2022-01-09,108,207
UA5678,2022-01-09,122,287
DL9012,2022-01-09,243,219
WN789,2022-01-09,118,264
AS4567,2022-01-09,228,205
AA1234,2022-01-10,128,292
UA5678,2022-01-10,110,268
DL9012,2022-01-10,191,203
WN789,2022-01-10,150,256
AS4567,2022-01-10,153,292
AA1234,2022-01-11,115,231
UA5678,2022-01-11,117,257
DL9012,2022-01-11,131,204
WN789,2022-01-11,151,262
AS4567,2022-01-11,207,212
AA1234,2022-01-12,121,259
UA5678,2022-01-12,244,294
DL9012,2022-01-12,248,212
WN789,2022-01-12,144,238
AS4567,2022-01-12,111,232
AA1234,2022-01-13,110,279
UA5678,2022-01-13,117,256
DL9012,2022-01-13,170,258
WN789,2022-01-13,238,300
AS4567,2022-01-13,138,270
AA1234,2022-01-14,205,218
UA5678,2022-01-14,139,225
DL9012,2022-01-14,195,267
WN789,2022-01-14,142,224
AS4567,2022-01-14,224,262
AA1234,2022-01-15,183,265
UA5678,2022-01-15,119,226
DL9012,2022-01-15,211,291
WN789,2022-01-15,170,234
AS4567,2022-01-15,215,271
AA1234,2022-01-16,116,214
UA5678,2022-01-16,237,274
DL9012,2022-01-16,153,222
WN789,2022-01-16,121,215
AS4567,2022-01-16,172,253
AA1234,2022-01-17,194,230
UA5678,2022-01-17,179,207
DL9012,2022-01-17,123,222
WN789,2022-01-17,172,205
AS4567,2022-01-17,118,248
AA1234,2022-01-18,185,246
UA5678,2022-01-18,245,225
DL9012,2022-01-18,233,230
WN789,2022-01-18,201,230
AS4567,2022-01-18,134,255
AA1234,2022-01-19,241,300
UA5678,2022-01-19,155,222
DL9012,2022-01-19,121,243
WN789,2022-01-19,211,237
AS4567,2022-01-19,188,207
AA1234,2022-01-20,218,289
UA5678,2022-01-20,239,200
DL9012,2022-01-20,133,239
WN789,2022-01-20,124,276
AS4567,2022-01-20,108,225
AA1234,2022-01-21,125,200
UA5678,2022-01-21,117,265
DL9012,2022-01-21,219,217
WN789,2022-01-21,198,241
AS4567,2022-01-21,161,237
AA1234,2022-01-22,119,203
UA5678,2022-01-22,135,250
DL9012,2022-01-22,198,258
WN789,2022-01-22,126,272
AS4567,2022-01-22,221,289
AA1234,2022-01-23,215,262
UA5678,2022-01-23,159,202
DL9012,2022-01-23,178,219
WN789,2022-01-23,228,238
AS4567,2022-01-23,110,238
AA1234,2022-01-24,157,275
UA5678,2022-01-24,138,290
DL9012,2022-01-24,141,256
WN789,2022-01-24,123,223
AS4567,2022-01-24,223,234
AA1234,2022-01-25,230,297
UA5678,2022-01-25,243,283
DL9012,2022-01-25,187,202
WN789,2022-01-25,120,235
AS4567,2022-01-25,219,255
AA1234,2022-01-26,197,300
UA5678,2022-01-26,148,207
DL9012,2022-01-26,140,202
WN789,2022-01-26,219,269
AS4567,2022-01-26,228,243
AA1234,2022-01-27,134,267
UA5678,2022-01-27,142,256
DL9012,2022-01-27,106,272
WN789,2022-01-27,246,241
AS4567,2022-01-27,149,245
AA1234,2022-01-28,225,275
UA5678,2022-01-28,205,288
DL9012,2022-01-28,102,274
WN789,2022-01-28,157,244
AS4567,2022-01-28,192,228
AA1234,2022-01-29,192,297
UA5678,2022-01-29,223,245
DL9012,2022-01-29,184,221
WN789,2022-01-29,156,213
AS4567,2022-01-29,223,250
AA1234,2022-01-30,121,242
UA5678,2022-01-30,171,267
DL9012,2022-01-30,149,299
WN789,2022-01-30,220,240
AS4567,2022-01-30,147,201
AA1234,2022-01-31,137,200
UA5678,2022-01-31,227,252
DL9012,2022-01-31,103,265
WN789,2022-01-31,225,239
AS4567,2022-01-31,222,277
AA1234,2022-02-01,168,259
UA5678,2022-02-01,154,297
DL9012,2022-02-01,182,250
WN789,2022-02-01,244,265
AS4567,2022-02-01,159,263
AA1234,2022-02-02,236,208
UA5678,2022-02-02,116,260
